doc_id,film,text,response_llama3.1
934,Don't Look Up,the part where the comet hits the planet is so beautiful,"{
  ""categories"": [""unclear/irrelevant""]
}"
935,Don't Look Up,"The movie is a strong commentary on our society that pissed me off the entire way through. I haven't watched the movie in years and don't plan on it again anytime soon, but I had to make sure that was said. And in a way, mission accomplished. Reminds me of Idiocracy in many ways, but less funny and much more infuriating.","{
  ""categories"": [""oppositional""]
}"
936,Don't Look Up,"Everyone’s review is trying to be edgy as fuck but this movie is becoming like a fucking premonition. None of these people are taking billionaires eating babies and bombing innocent people seriously, what more if the news was about a whole comet that could kill the entire planet. The memefication, rise of edginess, and wanting to achieve a nonchalant persona has completely took everyone’s critical thinking skills. Making Trump as Meryl Streep was a good choice and Elontism Musk representation…","{
  ""categories"": [""oppositional""]
}"
937,Don't Look Up,The cast is amazing the movie is long and boring,"{
  ""categories"": [""unclear/irrelevant""]
}"
938,Don't Look Up,Satirical movie… ok movie all around… how many Oscar’s can they put in camera at the same time?… unfortunately the premise would be true if it really happened…,"{
  ""categories"": [""dominant-hegemonic""]
}"
939,Don't Look Up,It just kept going,"{
  ""categories"": [""unclear/irrelevant""]
}"
940,Don't Look Up,"Good movie, great casting and a very good idea of a movie showing how we live right now I don’t know why people hating on the movie.","{
  ""categories"": [""dominant-hegemonic""]
}"
941,Don't Look Up,the topic was feeling too real i only realized it was a movie when leo had feelings for a girl his age,"{
  ""categories"": [""unclear/irrelevant""]
}"
942,Don't Look Up,"So it's more about strategy, and how to build trust. I think it's about something new. There is a moral value of realization on today's society act. It's never serious of having interest in climate matter.","{
  ""categories"": [""dominant-hegemonic""]
}"
943,Don't Look Up,if the world was ending i would sleep with cate blanchett too,"{
  ""categories"": [""oppositional""]
}"
944,Don't Look Up,I wonder what would actually happen if this movie’s idea was reality,"{
  ""categories"": [""oppositional""]
}"
945,Don't Look Up,"Genuinely made me so mad the whole time, not many movies do this.","{
  ""categories"": [""dominant-hegemonic""]
}"
946,Don't Look Up,this is my 2nd rewatch and i’m actually going to add it to my top four now. i am not a fan of comedies but in this instance i feel the comedy was almost weaponizes to add to the bluntness of the message and dramatization of the social issues. after looking up reviews ive seen a lot of critics argue that the commentary was too on the nose and the way the story was dramatically displayed painted leaders and citizens…,"{
  ""categories"": [""dominant-hegemonic""]
}"
947,Don't Look Up,"Is it concerning that Meryl Streep’s President Orlean and real life President Donald J. Trump are basically indistinguishable copies? From a technical standpoint Adam McKay’s Don’t Look Up is a terrible film. The editing has to be some of the worst I have seen even from a Netflix poop ahh film. Although I was never bored throughout the 2hr 25min runtime, this does suffer from repetitive fatigue after a while. Putting the obvious bad stuff aside in terms of film…","{
  ""categories"": [""oppositional""]
}"
948,Don't Look Up,i don’t believe that meryl streep would be that heartless but if she is i forgive her,"{
  ""categories"": [""oppositional""]
}"
949,Don't Look Up,Jennifer Lawrence and Timothée Chalamet in the apocalypse is the only good thing i see in this movie thank you very much,"{
  ""categories"": [""oppositional""]
}"
950,Don't Look Up,longest feeling movie in the world life is beautiful montages and when timmy says a line quickly after another are funny what an actual mess tho lol,"{
  ""categories"": [""unclear/irrelevant""]
}"
951,Don't Look Up,filmed on the action movie fx app i’m horny and alone in my apartment 3.99fans,"{
  ""categories"": [""unclear/irrelevant""]
}"
952,Don't Look Up,Great documentary on the year 2030,"{
  ""categories"": [""unclear/irrelevant""]
}"
953,Don't Look Up,we live in a society people hate how this is a realistic depiction of what would actually happen in real life if a calamity this big were to happen stay woke yall WOKE ARI HAHAHAHAHA what in the found family trope i wonder if the presidents of every countries have a gc where they all give updates to each other what would you even do in this situation 😭😭😭 what’s with timothee being a hippie with a woke redhead baddie this was 99.87% avoidable!!!,"{
  ""categories"": [""oppositional""]
}"
954,Don't Look Up,pure ragebait another movie where mark rylance plays an awkward tech inventor,"{
  ""categories"": [""oppositional""]
}"
955,Don't Look Up,why did he make them pay for the snacks,"{
  ""categories"": [""unclear/irrelevant""]
}"
956,Don't Look Up,Is this play about us????,"{
  ""categories"": [""oppositional""]
}"
957,Don't Look Up,I liked the ending where they all just sat together and where happy.,"{
  ""categories"": [""unclear/irrelevant""]
}"
958,Don't Look Up,Less than serious but full figured and well rounded,"{
  ""categories"": [""oppositional""]
}"
959,Don't Look Up,This movie hits a little harder now compared to when I first saw it years ago.,"{
  ""categories"": [""dominant-hegemonic""]
}"
960,Don't Look Up,"Whoever was in charge of this casting did a spectacular job Wish Timmy had more screen time, can’t believe we had Jennifer, Leonardo and Timmy together. Lovely ending, funny and light, good filler film between Watever else you watching.","{
  ""categories"": [""unclear/irrelevant""]
}"
961,Don't Look Up,Dont look up,"{
  ""categories"": [""dominant-hegemonic""]
}"
962,Don't Look Up,not a bad movie just so random like why is every single celeb in this movie also there is a lot of callbacks to real life which was funny,"{
  ""categories"": [""unclear/irrelevant""]
}"
963,Don't Look Up,I think this film has so many great ingredients but don’t mix well causing for a little bit of a disjointed film? The ending is so pure tho,"{
  ""categories"": [""dominant-hegemonic""]
}"
964,Don't Look Up,"DiCaprio’s rage was palpable, a rage that I share. And the dread that I felt once the movie ended was a sensation that I’ll never forget.","{
  ""categories"": [""dominant-hegemonic""]
}"
965,Don't Look Up,"literally the trump administration if it were a comet. i was anxious the whole movie, and i don't even study procesal so now i will fail the fucking exam.","{
  ""categories"": [""oppositional""]
}"
966,Don't Look Up,idk if i liked this or not but what i do know is that it was wayyyy too long,"{
  ""categories"": [""unclear/irrelevant""]
}"
967,Don't Look Up,I hate this movie. It's a caricature of itself. Too disaster movie to take as seriously as it wants us too. Characters too thin to treat as the stand-ins the director intended. It's wild to me how many good actors this film got bad performances out of. It's like they were going for some kind of record.,"{
  ""categories"": [""oppositional""]
}"
968,Don't Look Up,"The whole process of Kate discovering the asteroid, and how real it seemed and how it became to discovering something to studying it and finding out it’s a huge threat to the world that could end the world which if did but they all died in one table with their loved ones","{
  ""categories"": [""dominant-hegemonic""]
}"
969,Don't Look Up,It had so much potential,"{
  ""categories"": [""unclear/irrelevant""]
}"
970,Don't Look Up,bad attempt at climate change analogy but it did make me cry so you get a three i guess. timothee please stop appearing in movies,"{
  ""categories"": [""unclear/irrelevant""]
}"
971,Don't Look Up,I wouldn’t have listened to Jennifer Lawrence’s ass either bro she was annoying af in this,"{
  ""categories"": [""unclear/irrelevant""]
}"
972,Don't Look Up,Jonah Hill in this movie reminds me of J.D Vance,"{
  ""categories"": [""unclear/irrelevant""]
}"
973,Don't Look Up,"Everything was going pretty well towards destroying the comet, but then the drones saw the arrival of Timmy C in 2021 and realized humanity wasn’t worth saving What I LIKE about this movie: -Every scene J-Law’s in -Leo’s anxiety-ridden habits -The snacks joke -Meryl Streep’s body confidence What I DON’T LIKE about this movie: -Ariana Grande -Adam McKay’s slideshow editing -Leo being part of a nuclear family -Ariana Grande","{
  ""categories"": [""dominant-hegemonic""]
}"
974,Don't Look Up,i’m convinced this was originally meant for tubi,"{
  ""categories"": [""unclear/irrelevant""]
}"
975,Don't Look Up,"""And I think we're all gonna die!"" Don't look up by Adam McKay is a wonderfully refreshing disaster film and great satire on the incompetence and greed of the people in power. The film follows two scared and desperate astronomers, Randell and Kate in their attempts to save the world from a giant comet. However, they are ultimately powerless to the corrupt president Orlean and greedy CEO Peter Isherwell. I found Don't look up to be captivating and absolutely hilarious…","{
  ""categories"": [""dominant-hegemonic""]
}"
976,Don't Look Up,The jokes on you Mr Movie because I looked up (Please dont kill me),"{
  ""categories"": [""oppositional""]
}"
977,Don't Look Up,It’s not terrifying that this is exactly what would happen… no…,"{
  ""categories"": [""oppositional""]
}"
978,Don't Look Up,"""just look up""","{
  ""categories"": [""oppositional""]
}"
979,Don't Look Up,dr grace escaped in the nick of time,"{
  ""categories"": [""unclear/irrelevant""]
}"
980,Don't Look Up,Forgot how funny this is,"{
  ""categories"": [""oppositional""]
}"
981,Don't Look Up,guess the country… 🤭,"{
  ""categories"": [""unclear/irrelevant""]
}"
982,Don't Look Up,Great movie. Terrifying to think about but definitely a must see,"{
  ""categories"": [""dominant-hegemonic""]
}"
983,Don't Look Up,"Soooo good omg, amazing cast, amazing plot. I cried so much. Everyone talks about how good Leo did in this role but I think Jennifer Lawrence did phenomenal. I love her. She's great in everything and especially this movie. 😝👩🏼‍💻","{
  ""categories"": [""unclear/irrelevant""]
}"
984,Don't Look Up,I dont know how i feel about people having intimate relationships with LITERALLY everybody but besides that and Trump being a woman the film was worth a watch (Also negative points for them looking up),"{
  ""categories"": [""oppositional""]
}"
985,Don't Look Up,*Based on a true story should be added at the end,"{
  ""categories"": [""oppositional""]
}"
986,Don't Look Up,this is what happens when you disrespect the opera and ballet…. watch out…..,"{
  ""categories"": [""oppositional""]
}"
987,Don't Look Up,I thought this movie was fine and a fun time and also something trump & elon would totally do,"{
  ""categories"": [""oppositional""]
}"
988,Don't Look Up,"One of the greatest movies I have watched. The movie really pulled me in with the chaotic and frustrating energy and at one point, I hoped they all got slimed at the end, cuz what in the absolute fuck is wrong with people. Also This is genuinely what is happening right now, The world is completely fucked. Everyone and anyone who makes an effort is fucked because you want make rich people even more disgustingly fucking rich. I say Humans…","{
  ""categories"": [""oppositional""]
}"
989,Don't Look Up,I watched this ages ago,"{
  ""categories"": [""unclear/irrelevant""]
}"
990,Don't Look Up,is this what people thought would happend in 2012,"{
  ""categories"": [""oppositional""]
}"
991,Don't Look Up,lmao this movie was just funny,"{
  ""categories"": [""unclear/irrelevant""]
}"
992,Don't Look Up,I can't not like meryl streep even if she's a Lillian. Too diva for that,"{
  ""categories"": [""unclear/irrelevant""]
}"
993,Don't Look Up,"very annoying, I can’t believe this got 4 Oscar nominations.","{
  ""categories"": [""unclear/irrelevant""]
}"
994,Don't Look Up,i watched like half of this movie weeks ago sooo i didin’t remembered it.. but i liked the ending and how it showed that in a life threathing danger from the sky we try to focus on earth stuff also ariana’s song ate,"{
  ""categories"": [""dominant-hegemonic""]
}"
995,Don't Look Up,Nice movie That’s tech billionaire and the president should’ve died,"{
  ""categories"": [""unclear/irrelevant""]
}"
996,Don't Look Up,"finally, leo is with a woman his age","{
  ""categories"": [""unclear/irrelevant""]
}"
997,Don't Look Up,I hated the part where they all looked up it totally ruined the Emerson of the movie for me and my boyfriend Andras szigeti 💜💜💜,"{
  ""categories"": [""unclear/irrelevant""]
}"
998,Don't Look Up,"In the same vane as Mars Attacks! and Idiocracy, Don't Look Up is a commentary on society through a lens of political deterioration without the same amount of laughs. Adam McKay's more serious path to comedy since departing from Will Ferrell gets critics all excited, and I can see the value in it. However, it feels like he would do well to understand the irony of creating comedies that fall on deaf ears in the same way that Dr. Mindy's…","{
  ""categories"": [""dominant-hegemonic""]
}"
999,Don't Look Up,Still strange to see all those incredible actors in that mid film (could have been way better!),"{
  ""categories"": [""unclear/irrelevant""]
}"
1000,Don't Look Up,"the fact people were just saying the wrong shit was making me angry and sad reality is this would actually happen they would try make money from it… such a good movie 10/10. very scary also because this could be happening and they won’t tell anyone because of how the world would react, there’d be riots, wars etc. well made tho 10/10","{
  ""categories"": [""dominant-hegemonic""]
}"
1001,Don't Look Up,"finally watched. actually really sad and concerned ab the low ratings on this considering how important and genuinely realistic this story is when it comes to our government/media/everyone else blah blah blah handling issues and scientific news. i personally don’t mind the lack of subtlety aside from that, great acting and jonah hill’s character had me loling","{
  ""categories"": [""dominant-hegemonic""]
}"
1002,Don't Look Up,I hate it. I hate that movie. It just gave me nightmares. The only good thing on that movie was meryl streep. ;D,"{
  ""categories"": [""unclear/irrelevant""]
}"
1003,Don't Look Up,"I really thought it would be boring , silly me . This movie was actually fucking mind blowing , first off them not believing her bc she’s a women pissed me off so bad for her. LOVED the comedy in this and the ending was so funny like fuck yes kill those rich fucks 10/10","{
  ""categories"": [""negotiated""]
}"
1004,Don't Look Up,I thought this movie was pretty good. A little existential and hopeless but yk that’s how the end of the world usually goes,"{
  ""categories"": [""dominant-hegemonic""]
}"
1005,Don't Look Up,i actually think this is exactly what would happen in america rn,"{
  ""categories"": [""oppositional""]
}"
1006,Don't Look Up,i dont remember anything about this,"{
  ""categories"": [""unclear/irrelevant""]
}"
1007,Don't Look Up,love the part when everyone is dying,"{
  ""categories"": [""oppositional""]
}"
1008,Don't Look Up,"Around an hour in I just couldn’t stand how stupid this was. So since I couldn’t finish it, it gets the lowest rating. Some of the soundtrack was good","{
  ""categories"": [""unclear/irrelevant""]
}"
1009,Don't Look Up,Why is there such a stacked cast,"{
  ""categories"": [""unclear/irrelevant""]
}"
1010,Don't Look Up,I watched this like 5 years ago and at the time I thought it was good but it was the version of me from 5 years ago who watched it and i don’t trust myself.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1011,Don't Look Up,jennifer lawrence spending the literal apocalypse trying to solve the mystery of why a three-star general charged her $10 for a bag of complimentary cheez-Its. valid.,"{
  ""categories"": [""oppositional""]
}"
1012,Don't Look Up,Fuck u all who convinced me this movie is bad,"{
  ""categories"": [""oppositional""]
}"
1013,Don't Look Up,this is how i imagine america is right now actually,"{
  ""categories"": [""oppositional""]
}"
1014,Don't Look Up,I see the vision but the execution is garbage. And the science is clearly written by someone who did no research. Also too america-centric for a world ending event,"{
  ""categories"": [""oppositional""]
}"
1015,Don't Look Up,Im looking up,"{
  ""categories"": [""unclear/irrelevant""]
}"
1016,Don't Look Up,Only watched it for Jennifer Lawrence,"{
  ""categories"": [""unclear/irrelevant""]
}"
1017,Don't Look Up,"hilarious, this shit definitely would happen if we had this happen to us irl","{
  ""categories"": [""oppositional""]
}"
1018,Don't Look Up,"Incredible movie, really makes you feel the anxiety of not being heard. It’s sad how 5 years after this movie came out, the global situation has only gotten worse due to the exact politic issues that are portrayed in the movie.","{
  ""categories"": [""dominant-hegemonic""]
}"
1019,Don't Look Up,"ok i laughed at this movie, and it's the most american movie i've ever watched. and why did he said that the snacks were not free?!","{
  ""categories"": [""unclear/irrelevant""]
}"
1020,Don't Look Up,"Mid. Nakakarage bait super, but aside from that wala na","{
  ""categories"": [""unclear/irrelevant""]
}"
1021,Don't Look Up,genuinely how the general public begins acting when you tell them that there is so much injustice in the world,"{
  ""categories"": [""oppositional""]
}"
1022,Don't Look Up,Made me want to leave my lights on when I leave the house,"{
  ""categories"": [""dominant-hegemonic""]
}"
1023,Don't Look Up,"wish i could articulate my thoughts into well written sentences but thats not really possible atm,, hated dicaprio soo much in this one","{
  ""categories"": [""unclear/irrelevant""]
}"
1024,Don't Look Up,this is Oppenheimer for people that didn’t do triple science,"{
  ""categories"": [""dominant-hegemonic""]
}"
1025,Don't Look Up,between watching this for the first time and watching the boys i’ve never been more scared of america cause this is literally what would happen,"{
  ""categories"": [""dominant-hegemonic""]
}"
1026,Don't Look Up,great metaphor for climate change and fuck meryl streep for doing that good of a trump impression,"{
  ""categories"": [""oppositional""]
}"
1027,Don't Look Up,this didn’t make sense because meryl streep would be an awesome president,"{
  ""categories"": [""oppositional""]
}"
1028,Don't Look Up,"If there was an asteroid in real life, pretty realistic senario I'd say.","{
  ""categories"": [""oppositional""]
}"
1029,Don't Look Up,this is happening in real life and everyone is underreacting,"{
  ""categories"": [""dominant-hegemonic""]
}"
1030,Don't Look Up,Depressing how accurate this probably is,"{
  ""categories"": [""dominant-hegemonic""]
}"
1031,Don't Look Up,"I rewatched this many 3 times I really like it. This is honestly exactly how humanity would treat an event like this, I love the political mockery and comedic aspects. I was able to feel like I was in their shoes and felt a lot of strong emotions throughout the movie, the ending was honestly perfectly executed!","{
  ""categories"": [""dominant-hegemonic""]
}"
1032,Don't Look Up,its good but like its too unserious (the main characters) overall its good ig,"{
  ""categories"": [""dominant-hegemonic""]
}"
1033,Don't Look Up,You could switch the plot out to current events and you wouldn’t even have to change the script,"{
  ""categories"": [""dominant-hegemonic""]
}"
1034,Don't Look Up,casting is insane,"{
  ""categories"": [""unclear/irrelevant""]
}"
1035,Don't Look Up,A cautionary tale about how horrible it would be to have a female president,"{
  ""categories"": [""oppositional""]
}"
1036,Don't Look Up,This is about as well I’d expect it to go in real life too,"{
  ""categories"": [""oppositional""]
}"
1037,Don't Look Up,Super important movie that people overlooked way too quick.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1038,Don't Look Up,"So I love this film and I recently rewatched it with my dad. Absolutely wonderful satire. Not only is it hilarious, it's also eerily similar to our real world politics and even more relevant in today's society where modern culture has us glued to screens and unable to tell what's real from what's not while those in power lie to our faces and do whatever the fuck they want. In a way, this movie reminds me of The Boys and…","{
  ""categories"": [""dominant-hegemonic""]
}"
1039,Don't Look Up,we are so fucked.,"{
  ""categories"": [""oppositional""]
}"
1040,Don't Look Up,i just didn’t get it in 2021…. this is actually so camp,"{
  ""categories"": [""oppositional""]
}"
1041,Don't Look Up,Humans are very funny beings.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1042,Don't Look Up,Great movie. Best reflection of what would likely happen if a meteor was going to hit the earth. Almost felt a little too real…,"{
  ""categories"": [""dominant-hegemonic""]
}"
1043,Don't Look Up,the most unrealistic part of this movie is that the president is a republican woman. the rest of it is pretty spot on!,"{
  ""categories"": [""dominant-hegemonic""]
}"
1044,Don't Look Up,It’s about global warming I think,"{
  ""categories"": [""unclear/irrelevant""]
}"
1045,Don't Look Up,Riley Bina till I die (from an asteroid),"{
  ""categories"": [""dominant-hegemonic""]
}"
1046,Don't Look Up,"Glad to know that even in this world, Mark Hamill is still signing Star Wars memorabilia","{
  ""categories"": [""unclear/irrelevant""]
}"
1047,Don't Look Up,Can’t remember exactly when I watched this but such a trash movie with political bullshit in it. Had to hate review,"{
  ""categories"": [""oppositional""]
}"
1048,Don't Look Up,rewatched while doing my taxes. love this movie,"{
  ""categories"": [""unclear/irrelevant""]
}"
1049,Don't Look Up,"Smidge too on the nose for my taste but still a compelling and honestly depressing watch, i cant believe this is what we’ve come to nowadays lol","{
  ""categories"": [""dominant-hegemonic""]
}"
1050,Don't Look Up,Ass. Buns. Checks. The drizzling shots. Hershey squirts. A real stinker.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1051,Don't Look Up,"yeah, I’m voting for life","{
  ""categories"": [""dominant-hegemonic""]
}"
1052,Don't Look Up,Marx warned us about this,"{
  ""categories"": [""dominant-hegemonic""]
}"
1053,Don't Look Up,while i agree with the sentiment here.. *jonah hill cut the cameras gif* this wasn't really for me,"{
  ""categories"": [""dominant-hegemonic""]
}"
1054,Don't Look Up,this is literally whats happening rn,"{
  ""categories"": [""oppositional""]
}"
1055,Don't Look Up,"The cinematic equivalent to an aimless, angry rant about the political state of the world at a family get-together for 150 minutes","{
  ""categories"": [""oppositional""]
}"
1056,Don't Look Up,Well it’s no “slave girls from beyond infinity” but I guess it was fine,"{
  ""categories"": [""unclear/irrelevant""]
}"
1057,Don't Look Up,almost depressing how accurate this is,"{
  ""categories"": [""dominant-hegemonic""]
}"
1058,Don't Look Up,No words. Just reality,"{
  ""categories"": [""dominant-hegemonic""]
}"
1059,Don't Look Up,"goofy but probably one of the accurate depictions of an apocalyptic scenario of how humans, society, and politics behave. Also why did timmy have to be here?","{
  ""categories"": [""dominant-hegemonic""]
}"
1060,Don't Look Up,"This cast had me fully convinced I was about to watch something incredible. I thought that this movie couldn’t possibly go wrong, and somehow it still did","{
  ""categories"": [""unclear/irrelevant""]
}"
1061,Don't Look Up,"Silly goofy film with a brutal but beautiful ending for the main characters but not so much for the president, leo acting his heart out as usual. Timmy being there is funny How is Jonah the last one alive, crazy","{
  ""categories"": [""unclear/irrelevant""]
}"
1062,Don't Look Up,surprised it took me so long to watch this movie. if it wasn’t as slow i’d give it a 4 star. definitely eerie to think how accurate this movie is…,"{
  ""categories"": [""dominant-hegemonic""]
}"
1063,Don't Look Up,I don’t understand people’s critiques of this film.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1064,Don't Look Up,Every character in this movie is insufferable and annoying,"{
  ""categories"": [""oppositional""]
}"
1065,Don't Look Up,why did i like this?,"{
  ""categories"": [""unclear/irrelevant""]
}"
1066,Don't Look Up,"I’m the fucking chief of staff, Boy with the dragon tattoo… so I’m doing fine.","{
  ""categories"": [""oppositional""]
}"
1067,Don't Look Up,"I went into this expecting to be disappointed, mostly due to the general conscious of this film and also the way the Adam McKay films I have watched previous didn't overly connect with me to major degrees. I don't know why but this just clicked for me, I loved the Leo and Lawrence performances and also found Cate Blanchett's performance to be a breath of fresh air. The ending was justified and had me openly rooting for the world to end, I really don't know why this movie has such a bad word of mouth, I was quite entertained.","{
  ""categories"": [""dominant-hegemonic""]
}"
1068,Don't Look Up,just ignore the girl with micro bags and a nose piercing,"{
  ""categories"": [""unclear/irrelevant""]
}"
1069,Don't Look Up,"I love the peek into politics and reality in general, how most don’t take crises seriously.","{
  ""categories"": [""dominant-hegemonic""]
}"
1070,Don't Look Up,I watched this pre Letterboxd and I remember not really liking it but this time I enjoyed it a lot. This has aged great and will probably only get funnier as time passes.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1071,Don't Look Up,"Quite the funny watch, definitely drops any subtlety in the 3rd act. Eleven Benevolent Elephants, or whatever.","{
  ""categories"": [""oppositional""]
}"
1072,Don't Look Up,well..this was messy,"{
  ""categories"": [""unclear/irrelevant""]
}"
1073,Don't Look Up,Just a long episode of Black Mirror,"{
  ""categories"": [""oppositional""]
}"
1074,Don't Look Up,Shoving a bunch of great actors into a film won’t make a good film. Polished dogshite this.,"{
  ""categories"": [""oppositional""]
}"
1075,Don't Look Up,i just know kate spent her last moments still wondering why did that guy made them pay for free snacks,"{
  ""categories"": [""unclear/irrelevant""]
}"
1076,Don't Look Up,"Scariest thing is, is all the big tech and ai company CEO’s are all exactly like Peter and you can absolutely gargantee the U.S. government to act the way they did.","{
  ""categories"": [""oppositional""]
}"
1077,Don't Look Up,With everything going on right now This becomes more relevant every single fucking day,"{
  ""categories"": [""dominant-hegemonic""]
}"
1078,Don't Look Up,"Really enjoyed the concept of this movie, executed quite well although Netflix has this movie listed as a comedy but I don’t think I laughed once however I really thought this movie was enjoyable to watch. Great casting. Great script overall a 7.25/10","{
  ""categories"": [""dominant-hegemonic""]
}"
1079,Don't Look Up,Was just here to listen to what ariana gotta say about the Fox News,"{
  ""categories"": [""unclear/irrelevant""]
}"
1080,Don't Look Up,They figured out interstellar flight to another habitable planet and launched said flight successfully but couldn't bomb an asteroid into a thousand pieces successfully.....,"{
  ""categories"": [""oppositional""]
}"
1081,Don't Look Up,"Yeah this was absolutely hilarious and i loved the performances not really sure why there is so much hate for it when it’s meant to be satirical but maybe i’m not understanding the problems, i guess you can say it’s not really on the nose and it’s trying to say something too much but just enjoy it","{
  ""categories"": [""negotiated""]
}"
1082,Don't Look Up,They hit the pentagon (made cate blanchett insufferably straight),"{
  ""categories"": [""oppositional""]
}"
1083,Don't Look Up,only unrealistic part about this movie is that the president is a woman,"{
  ""categories"": [""oppositional""]
}"
1084,Don't Look Up,"I had to watch this movie for a communications class end-of-semester essay, and yeah, the imminent heat death of the universe will definitely help me ace my finals.","{
  ""categories"": [""oppositional""]
}"
1085,Don't Look Up,I watched this years ago I just want to say this sucked shit. It's probably the movie I'm most actively annoyed to have watched,"{
  ""categories"": [""oppositional""]
}"
1086,Don't Look Up,"Mocked Trump in his face. Love you Jennifer, the icon you are.","{
  ""categories"": [""unclear/irrelevant""]
}"
1087,Don't Look Up,We're all fine. Everything's fine.,"{
  ""categories"": [""oppositional""]
}"
1088,Don't Look Up,"I felt like this movie was sort of a mess structurally with somewhat wonky plot beats and pacing/tone. It didn't quite hit the absurdist comedy notes I wanted but also wasn't compelling enough to really take seriously as a drama. It doesn't do a great job handling its ensemble cast and that leaves all the characters feeling quite thin and archetypal. The performances are generally pretty good, I actually think I liked Cate Blanchett the most. It's also a weird early performance from Timothee Chalamet as a pretty minor character. The emotion and themes resonated at the end but felt muddled for the first two thirds.","{
  ""categories"": [""dominant-hegemonic""]
}"
1089,Don't Look Up,"Had such a hard time actually getting through this movie. I lowkey can’t remember if I finished it THE WOLRD IS ENDING!?! I need to get high right now Edit: went and finished the movie. I agree that given the chance to save the world, humans would fuck it up. Gives a good message abt current politics","{
  ""categories"": [""negotiated""]
}"
1090,Don't Look Up,"seperti melihat masa depan indonesia if these comets lands here and the president is still wowo. well, president orlean and jason dynamics kinda remind me of si gendut and his neckless concubine (no offense to jonah hill) though, so all of those casting director need to CLOCK this vision if we're going to remake this film in Indo.","{
  ""categories"": [""oppositional""]
}"
1091,Don't Look Up,"Surprisingly, pretty sure if this happened, this depiction would be fairly accurate.","{
  ""categories"": [""dominant-hegemonic""]
}"
1092,Don't Look Up,we’re all fucked,"{
  ""categories"": [""oppositional""]
}"
1093,Don't Look Up,Would rather take a big meteor than a bomb,"{
  ""categories"": [""oppositional""]
}"
1094,Don't Look Up,This film had everything to be amazing,"{
  ""categories"": [""unclear/irrelevant""]
}"
1095,Don't Look Up,oh how i love this cast,"{
  ""categories"": [""unclear/irrelevant""]
}"
1096,Don't Look Up,“WE ARE ALL GOING TO FUCKING DIE” “THIS WHOLE ADMINISTRATION HAS COMPLETELY LOST THEIR FUCKING MINDS” #AILF,"{
  ""categories"": [""oppositional""]
}"
1097,Don't Look Up,"Out of all the sadly realistic reactions in this film, a white college student holding a grudge about paying for a snack for months even while the world is ending is the realest.","{
  ""categories"": [""dominant-hegemonic""]
}"
1098,Don't Look Up,Gives me the willies. Especially when some lines are just direct quotes from 🌭☢️ 🇺🇸,"{
  ""categories"": [""oppositional""]
}"
1099,Don't Look Up,Too impactful- no pun intended. Maybe the most upsetting movie I've ever seen. I both love it and wish I'd never seen it.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1100,Don't Look Up,Too many a list actors for a mid film,"{
  ""categories"": [""unclear/irrelevant""]
}"
1101,Don't Look Up,the things i do to see timothee on my screen for 10 minutes,"{
  ""categories"": [""unclear/irrelevant""]
}"
1102,Don't Look Up,I appreciate a movie telling you how it’s going to end in the first 30 min,"{
  ""categories"": [""unclear/irrelevant""]
}"
1103,Don't Look Up,PEAK PEAK PEAK PEAK PEAK PEAK I genuinely love when movies are tragic from the beginning & don’t have a happy ending.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1104,Don't Look Up,"Don’t Look Up is a pretty wild movie with an over-the-top plot that definitely keeps your attention. The actors all do a solid job in their roles, and there are some entertaining moments throughout. That said, while the story is crazy and interesting, it can also feel a bit messy at times. Overall, it is a decent watch with good performances, but not quite amazing.","{
  ""categories"": [""unclear/irrelevant""]
}"
1105,Don't Look Up,"Maybe it’s because I didn’t watch this movie when it came out, but I really cannot understand the hate some of y’all have for this film. It’s good and I think everyone turns in a strong performance (even Christ twink Timmy C) but I will say something about the writing felt a tad too hackneyed for my taste and a little too uneven.","{
  ""categories"": [""dominant-hegemonic""]
}"
1106,Don't Look Up,"This movie is genius… it is a satire of what is going on right now, without focusing on the conspiracy theories only. This movie told us about the world if we lost our trust in science… especially the people that lack of scientific knowledge (ie politician) because they focus on their agenda and they don’t care about others… yet they too not survive due to their stupidity.","{
  ""categories"": [""dominant-hegemonic""]
}"
1107,Don't Look Up,fresh take on a saturated genre,"{
  ""categories"": [""unclear/irrelevant""]
}"
1108,Don't Look Up,"I dont even know what to say about this, i see where people are coming from saying this isnt all that good and i do agree the editing is scratchy here and there but i just liked it. Something about seeing jonah hill in a dystopian seperate universe where hes in charge at the whitehouse makes me laugh but thats just me. Say what you want about this movie but i loved it.","{
  ""categories"": [""dominant-hegemonic""]
}"
1109,Don't Look Up,I liked how this was a mixture of what the fuck am I watching and wow this is actually kind of deep and reflective of what would happen in reality,"{
  ""categories"": [""dominant-hegemonic""]
}"
1110,Don't Look Up,The post credits scene geniuenly brought it down half a star. So corny after a really emotional ending Also seeing Kyle two years on was beautiful,"{
  ""categories"": [""unclear/irrelevant""]
}"
